 1.94137E+03, 640.755E+00, 9.64973E-09,-32.4071E-03
 1.94064E+03, 637.312E+00, 9.64748E-09,-32.4146E-03
 1.94106E+03, 639.756E+00, 9.64960E-09,-32.4075E-03
 1.93987E+03, 640.486E+00, 9.65762E-09,-32.3806E-03
 1.94210E+03, 639.966E+00, 9.64418E-09,-32.4258E-03
 1.94061E+03, 639.094E+00, 9.65092E-09,-32.4031E-03
 1.94143E+03, 639.041E+00, 9.64624E-09,-32.4188E-03
 1.94092E+03, 639.653E+00, 9.65022E-09,-32.4055E-03
 1.94090E+03, 638.936E+00, 9.64901E-09,-32.4095E-03
 1.94194E+03, 639.609E+00, 9.64445E-09,-32.4248E-03
 1.94212E+03, 638.709E+00, 9.64181E-09,-32.4337E-03
 1.94121E+03, 639.277E+00, 9.64791E-09,-32.4132E-03
 1.94028E+03, 637.118E+00, 9.64911E-09,-32.4092E-03
 1.94140E+03, 639.500E+00, 9.64722E-09,-32.4155E-03
 1.94002E+03, 638.002E+00, 9.65217E-09,-32.3989E-03
 1.94282E+03, 638.339E+00, 9.63723E-09,-32.4491E-03
 1.94168E+03, 640.361E+00, 9.64724E-09,-32.4155E-03
 1.94074E+03, 638.034E+00, 9.64825E-09,-32.4121E-03
 1.94330E+03, 637.938E+00, 9.63381E-09,-32.4606E-03
 1.94045E+03, 639.273E+00, 9.65212E-09,-32.3991E-03
 1.94206E+03, 638.727E+00, 9.64212E-09,-32.4327E-03
 1.94322E+03, 638.838E+00, 9.63589E-09,-32.4536E-03
 1.93983E+03, 637.429E+00, 9.65220E-09,-32.3988E-03
 1.94309E+03, 640.918E+00, 9.64042E-09,-32.4384E-03
 1.94224E+03, 639.721E+00, 9.64298E-09,-32.4298E-03
 1.94147E+03, 638.923E+00, 9.64580E-09,-32.4203E-03
 1.93925E+03, 637.139E+00, 9.65490E-09,-32.3897E-03
 1.94014E+03, 638.701E+00, 9.65278E-09,-32.3969E-03
 1.94127E+03, 639.166E+00, 9.64735E-09,-32.4151E-03
 1.94071E+03, 640.362E+00, 9.65266E-09,-32.3973E-03
 1.94082E+03, 639.340E+00, 9.65016E-09,-32.4056E-03
 1.94027E+03, 640.477E+00, 9.65535E-09,-32.3882E-03
 1.94255E+03, 639.357E+00, 9.64055E-09,-32.4380E-03
 1.94035E+03, 639.182E+00, 9.65252E-09,-32.3977E-03
 1.94122E+03, 639.332E+00, 9.64796E-09,-32.4130E-03
 1.94099E+03, 639.312E+00, 9.64917E-09,-32.4090E-03
 1.94078E+03, 638.307E+00, 9.64852E-09,-32.4112E-03
 1.94107E+03, 640.086E+00, 9.65016E-09,-32.4056E-03
 1.94053E+03, 639.815E+00, 9.65270E-09,-32.3971E-03
 1.94117E+03, 640.462E+00, 9.65031E-09,-32.4051E-03
 1.94355E+03, 639.390E+00, 9.63506E-09,-32.4564E-03
 1.94057E+03, 638.899E+00, 9.65076E-09,-32.4036E-03
 1.94131E+03, 637.817E+00, 9.64464E-09,-32.4242E-03
 1.94079E+03, 639.049E+00, 9.64981E-09,-32.4068E-03
 1.94098E+03, 639.409E+00, 9.64940E-09,-32.4082E-03
 1.94115E+03, 641.088E+00, 9.65155E-09,-32.4010E-03
 1.94128E+03, 639.412E+00, 9.64774E-09,-32.4138E-03
 1.94087E+03, 639.870E+00, 9.65086E-09,-32.4033E-03
 1.94108E+03, 639.040E+00, 9.64819E-09,-32.4123E-03
 1.94156E+03, 639.738E+00, 9.64677E-09,-32.4170E-03
 1.93932E+03, 639.692E+00, 9.65923E-09,-32.3752E-03
 1.94148E+03, 638.533E+00, 9.64504E-09,-32.4228E-03
 1.94113E+03, 640.194E+00, 9.65001E-09,-32.4061E-03
 1.93985E+03, 637.888E+00, 9.65293E-09,-32.3963E-03
 1.94206E+03, 640.118E+00, 9.64468E-09,-32.4240E-03
 1.94002E+03, 638.097E+00, 9.65235E-09,-32.3983E-03
 1.94096E+03, 640.299E+00, 9.65115E-09,-32.4023E-03
 1.94163E+03, 639.804E+00, 9.64650E-09,-32.4180E-03
 1.93951E+03, 638.253E+00, 9.65548E-09,-32.3878E-03
 1.94254E+03, 639.158E+00, 9.64029E-09,-32.4388E-03
 1.94075E+03, 639.250E+00, 9.65038E-09,-32.4049E-03
 1.94049E+03, 637.605E+00, 9.64885E-09,-32.4101E-03
 1.94149E+03, 639.450E+00, 9.64664E-09,-32.4175E-03
 1.94095E+03, 639.055E+00, 9.64895E-09,-32.4097E-03
 1.94265E+03, 637.917E+00, 9.63740E-09,-32.4486E-03
 1.94115E+03, 638.663E+00, 9.64712E-09,-32.4159E-03
 1.94151E+03, 642.208E+00, 9.65162E-09,-32.4008E-03
 1.94016E+03, 638.476E+00, 9.65228E-09,-32.3985E-03
 1.94264E+03, 639.670E+00, 9.64064E-09,-32.4377E-03
 1.94019E+03, 637.620E+00, 9.65057E-09,-32.4043E-03
 1.94119E+03, 638.496E+00, 9.64656E-09,-32.4177E-03
 1.94143E+03, 639.044E+00, 9.64623E-09,-32.4189E-03
 1.94068E+03, 638.527E+00, 9.64949E-09,-32.4079E-03
 1.94124E+03, 638.270E+00, 9.64587E-09,-32.4200E-03
 1.94184E+03, 639.618E+00, 9.64498E-09,-32.4230E-03
 1.94060E+03, 638.313E+00, 9.64953E-09,-32.4078E-03
 1.94156E+03, 639.246E+00, 9.64591E-09,-32.4199E-03
 1.94213E+03, 639.552E+00, 9.64325E-09,-32.4289E-03
 1.94086E+03, 639.212E+00, 9.64971E-09,-32.4072E-03
 1.94129E+03, 638.338E+00, 9.64570E-09,-32.4206E-03
 1.94278E+03, 639.906E+00, 9.64029E-09,-32.4388E-03
 1.94027E+03, 638.187E+00, 9.65111E-09,-32.4025E-03
 1.94154E+03, 639.238E+00, 9.64600E-09,-32.4196E-03
 1.93767E+03, 637.342E+00, 9.66408E-09,-32.3590E-03
 1.94104E+03, 637.650E+00, 9.64588E-09,-32.4200E-03
 1.94181E+03, 639.059E+00, 9.64414E-09,-32.4259E-03
 1.93962E+03, 637.595E+00, 9.65369E-09,-32.3938E-03
 1.94119E+03, 638.350E+00, 9.64629E-09,-32.4187E-03
 1.93960E+03, 639.583E+00, 9.65746E-09,-32.3812E-03
 1.94210E+03, 640.570E+00, 9.64529E-09,-32.4220E-03
 1.94053E+03, 639.785E+00, 9.65260E-09,-32.3974E-03
 1.94102E+03, 638.512E+00, 9.64754E-09,-32.4145E-03
 1.94131E+03, 636.684E+00, 9.64257E-09,-32.4312E-03
 1.94012E+03, 639.182E+00, 9.65381E-09,-32.3934E-03
 1.94197E+03, 639.118E+00, 9.64336E-09,-32.4285E-03
 1.93918E+03, 640.233E+00, 9.66097E-09,-32.3694E-03
 1.94059E+03, 638.912E+00, 9.65067E-09,-32.4039E-03
 1.94073E+03, 638.344E+00, 9.64883E-09,-32.4101E-03
 1.94169E+03, 638.934E+00, 9.64459E-09,-32.4244E-03
 1.94036E+03, 639.165E+00, 9.65244E-09,-32.3980E-03
 1.93854E+03, 638.693E+00, 9.66174E-09,-32.3668E-03
 1.94114E+03, 639.357E+00, 9.64842E-09,-32.4115E-03
